"","game_id","names","min_players","max_players","avg_time","min_time","max_time","year","geek_rating","num_votes","age","mechanic","owned","category1","category2","category3","category4","category5","category6","category7","category8","category9","category10","category11","category12","designer"
"770",231819,"Sonar",2,4,30,30,30,2017,5.79549,259,8,"Secret Unit Deployment",870,"Deduction"," Fighting"," Nautical",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roberto Fraga, Yohan Lemonnier"
"771",190333,"Fire of Eidolon",1,6,45,30,45,2017,5.71718,188,14,"Action Point Allowance System",521,"Adventure"," Exploration"," Fantasy"," Video Game Theme",NA,NA,NA,NA,NA,NA,NA,NA,"Michael Lipton"
"772",190333,"Fire of Eidolon",1,6,45,30,45,2017,5.71718,188,14,"Co-operative Play",521,"Adventure"," Exploration"," Fantasy"," Video Game Theme",NA,NA,NA,NA,NA,NA,NA,NA,"Michael Lipton"
"773",190333,"Fire of Eidolon",1,6,45,30,45,2017,5.71718,188,14,"Modular Board",521,"Adventure"," Exploration"," Fantasy"," Video Game Theme",NA,NA,NA,NA,NA,NA,NA,NA,"Michael Lipton"
"774",190333,"Fire of Eidolon",1,6,45,30,45,2017,5.71718,188,14,"Pick-up and Deliver",521,"Adventure"," Exploration"," Fantasy"," Video Game Theme",NA,NA,NA,NA,NA,NA,NA,NA,"Michael Lipton"
"775",190333,"Fire of Eidolon",1,6,45,30,45,2017,5.71718,188,14,"Set Collection",521,"Adventure"," Exploration"," Fantasy"," Video Game Theme",NA,NA,NA,NA,NA,NA,NA,NA,"Michael Lipton"
"776",190333,"Fire of Eidolon",1,6,45,30,45,2017,5.71718,188,14,"Tile Placement",521,"Adventure"," Exploration"," Fantasy"," Video Game Theme",NA,NA,NA,NA,NA,NA,NA,NA,"Michael Lipton"
"777",190333,"Fire of Eidolon",1,6,45,30,45,2017,5.71718,188,14,"Variable Player Powers",521,"Adventure"," Exploration"," Fantasy"," Video Game Theme",NA,NA,NA,NA,NA,NA,NA,NA,"Michael Lipton"
"778",192135,"Too Many Bones",1,4,120,60,120,2017,7.01641,1402,12,"Co-operative Play",2325,"Adventure"," Dice"," Fantasy"," Wargame",NA,NA,NA,NA,NA,NA,NA,NA,"Adam Carlson, Josh J. Carlson"
"779",192135,"Too Many Bones",1,4,120,60,120,2017,7.01641,1402,12,"Deck / Pool Building",2325,"Adventure"," Dice"," Fantasy"," Wargame",NA,NA,NA,NA,NA,NA,NA,NA,"Adam Carlson, Josh J. Carlson"
"780",192135,"Too Many Bones",1,4,120,60,120,2017,7.01641,1402,12,"Dice Rolling",2325,"Adventure"," Dice"," Fantasy"," Wargame",NA,NA,NA,NA,NA,NA,NA,NA,"Adam Carlson, Josh J. Carlson"
"781",192135,"Too Many Bones",1,4,120,60,120,2017,7.01641,1402,12,"Hand Management",2325,"Adventure"," Dice"," Fantasy"," Wargame",NA,NA,NA,NA,NA,NA,NA,NA,"Adam Carlson, Josh J. Carlson"
"782",192135,"Too Many Bones",1,4,120,60,120,2017,7.01641,1402,12,"Role Playing",2325,"Adventure"," Dice"," Fantasy"," Wargame",NA,NA,NA,NA,NA,NA,NA,NA,"Adam Carlson, Josh J. Carlson"
"783",192135,"Too Many Bones",1,4,120,60,120,2017,7.01641,1402,12,"Variable Player Powers",2325,"Adventure"," Dice"," Fantasy"," Wargame",NA,NA,NA,NA,NA,NA,NA,NA,"Adam Carlson, Josh J. Carlson"
"784",129614,"Rondo",2,4,25,25,25,2012,5.81565,478,8,"Set Collection",712,"Abstract Strategy"," Number",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reiner Knizia"
"785",129614,"Rondo",2,4,25,25,25,2012,5.81565,478,8,"Tile Placement",712,"Abstract Strategy"," Number",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reiner Knizia"
"786",176165,"Dale of Merchants",2,4,40,20,40,2015,6.55664,1823,10,"Card Drafting",2999,"Animals"," Card Game"," Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sami Laakso"
"787",176165,"Dale of Merchants",2,4,40,20,40,2015,6.55664,1823,10,"Deck / Pool Building",2999,"Animals"," Card Game"," Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sami Laakso"
"788",176165,"Dale of Merchants",2,4,40,20,40,2015,6.55664,1823,10,"Dice Rolling",2999,"Animals"," Card Game"," Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sami Laakso"
"789",176165,"Dale of Merchants",2,4,40,20,40,2015,6.55664,1823,10,"Hand Management",2999,"Animals"," Card Game"," Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sami Laakso"
"790",176165,"Dale of Merchants",2,4,40,20,40,2015,6.55664,1823,10,"Set Collection",2999,"Animals"," Card Game"," Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sami Laakso"
"791",176165,"Dale of Merchants",2,4,40,20,40,2015,6.55664,1823,10,"Take That",2999,"Animals"," Card Game"," Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sami Laakso"
"792",233678,"Indian Summer",1,4,60,15,60,2017,6.17303,1040,10,"Pattern Building",1930,"Environmental"," Puzzle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uwe Rosenberg"
"793",233678,"Indian Summer",1,4,60,15,60,2017,6.17303,1040,10,"Tile Placement",1930,"Environmental"," Puzzle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uwe Rosenberg"
"794",229370,"Rescue Polar Bears: Data & Temperature",1,4,60,30,60,2017,5.65531,103,8,"Action Point Allowance System",226,"Animals"," Environmental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jog Kung, Huang Yi Ming"
"795",229370,"Rescue Polar Bears: Data & Temperature",1,4,60,30,60,2017,5.65531,103,8,"Co-operative Play",226,"Animals"," Environmental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jog Kung, Huang Yi Ming"
"796",229370,"Rescue Polar Bears: Data & Temperature",1,4,60,30,60,2017,5.65531,103,8,"Modular Board",226,"Animals"," Environmental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jog Kung, Huang Yi Ming"
"797",154939,"MERCS: Recon – Counter Threat",1,5,90,90,90,2015,5.67077,197,12,"Action Point Allowance System",819,"Fighting"," Miniatures"," Modern Warfare"," Science Fiction",NA,NA,NA,NA,NA,NA,NA,NA,"Brian Shotton"
"798",154939,"MERCS: Recon – Counter Threat",1,5,90,90,90,2015,5.67077,197,12,"Co-operative Play",819,"Fighting"," Miniatures"," Modern Warfare"," Science Fiction",NA,NA,NA,NA,NA,NA,NA,NA,"Brian Shotton"
"799",154939,"MERCS: Recon – Counter Threat",1,5,90,90,90,2015,5.67077,197,12,"Dice Rolling",819,"Fighting"," Miniatures"," Modern Warfare"," Science Fiction",NA,NA,NA,NA,NA,NA,NA,NA,"Brian Shotton"
"800",154939,"MERCS: Recon – Counter Threat",1,5,90,90,90,2015,5.67077,197,12,"Modular Board",819,"Fighting"," Miniatures"," Modern Warfare"," Science Fiction",NA,NA,NA,NA,NA,NA,NA,NA,"Brian Shotton"
"801",154939,"MERCS: Recon – Counter Threat",1,5,90,90,90,2015,5.67077,197,12,"Variable Player Powers",819,"Fighting"," Miniatures"," Modern Warfare"," Science Fiction",NA,NA,NA,NA,NA,NA,NA,NA,"Brian Shotton"
"802",144826,"Zombie 15'",2,4,15,15,15,2014,6.31949,1560,14,"Action Point Allowance System",3332,"Fighting"," Real-time"," Zombies",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guillaume Lémery, Nicolas Schlewitz"
"803",144826,"Zombie 15'",2,4,15,15,15,2014,6.31949,1560,14,"Co-operative Play",3332,"Fighting"," Real-time"," Zombies",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guillaume Lémery, Nicolas Schlewitz"
"804",144826,"Zombie 15'",2,4,15,15,15,2014,6.31949,1560,14,"Grid Movement",3332,"Fighting"," Real-time"," Zombies",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guillaume Lémery, Nicolas Schlewitz"
"805",144826,"Zombie 15'",2,4,15,15,15,2014,6.31949,1560,14,"Modular Board",3332,"Fighting"," Real-time"," Zombies",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guillaume Lémery, Nicolas Schlewitz"
"806",144826,"Zombie 15'",2,4,15,15,15,2014,6.31949,1560,14,"Variable Player Powers",3332,"Fighting"," Real-time"," Zombies",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guillaume Lémery, Nicolas Schlewitz"
"807",191963,"Thunder & Lightning",2,2,40,40,40,2016,6.18378,657,13,"Action Point Allowance System",1559,"Bluffing"," Card Game"," Fantasy"," Mythology",NA,NA,NA,NA,NA,NA,NA,NA,"Richard Borg"
"808",191963,"Thunder & Lightning",2,2,40,40,40,2016,6.18378,657,13,"Hand Management",1559,"Bluffing"," Card Game"," Fantasy"," Mythology",NA,NA,NA,NA,NA,NA,NA,NA,"Richard Borg"
"809",191963,"Thunder & Lightning",2,2,40,40,40,2016,6.18378,657,13,"Secret Unit Deployment",1559,"Bluffing"," Card Game"," Fantasy"," Mythology",NA,NA,NA,NA,NA,NA,NA,NA,"Richard Borg"
"810",198611,"Mondrian: The Dice Game",2,4,40,40,0,2016,5.65288,203,10,"Hand Management",231,"Action / Dexterity"," Dice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Israel Cendrero, Sheila Santos"
"811",183959,"Latice",2,4,30,10,30,2015,5.692,212,6,"Hand Management",534,"Abstract Strategy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brent Vincent"
"812",183959,"Latice",2,4,30,10,30,2015,5.692,212,6,"Pattern Building",534,"Abstract Strategy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brent Vincent"
"813",183959,"Latice",2,4,30,10,30,2015,5.692,212,6,"Tile Placement",534,"Abstract Strategy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brent Vincent"
"814",195867,"Papà Paolo",2,4,75,30,75,2016,5.95399,464,10,"Auction/Bidding",800,"City Building"," Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabrice Vandenbogaerde"
"815",195867,"Papà Paolo",2,4,75,30,75,2016,5.95399,464,10,"Pick-up and Deliver",800,"City Building"," Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabrice Vandenbogaerde"
"816",195867,"Papà Paolo",2,4,75,30,75,2016,5.95399,464,10,"Tile Placement",800,"City Building"," Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabrice Vandenbogaerde"
"817",195867,"Papà Paolo",2,4,75,30,75,2016,5.95399,464,10,"Worker Placement",800,"City Building"," Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabrice Vandenbogaerde"
"818",112381,"Abaddon",2,4,45,45,45,2012,5.67778,203,14,"Dice Rolling",829,"Miniatures"," Science Fiction"," Wargame",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Richard Borg"
"819",112381,"Abaddon",2,4,45,45,45,2012,5.67778,203,14,"Hand Management",829,"Miniatures"," Science Fiction"," Wargame",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Richard Borg"
"820",180325,"Elfenroads",2,6,90,45,90,2015,5.8525,302,13,"Card Drafting",990,"Fantasy"," Travel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alan R. Moon"
"821",180325,"Elfenroads",2,6,90,45,90,2015,5.8525,302,13,"Hand Management",990,"Fantasy"," Travel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alan R. Moon"
"822",180325,"Elfenroads",2,6,90,45,90,2015,5.8525,302,13,"Point to Point Movement",990,"Fantasy"," Travel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alan R. Moon"
"823",180325,"Elfenroads",2,6,90,45,90,2015,5.8525,302,13,"Route/Network Building",990,"Fantasy"," Travel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alan R. Moon"
"824",193213,"Millions of Dollars",3,8,25,25,25,2016,5.66692,209,10,"Role Playing",379,"Bluffing"," Deduction"," Mafia"," Negotiation",NA,NA,NA,NA,NA,NA,NA,NA,"Jeremie Kletzkine"
"825",193213,"Millions of Dollars",3,8,25,25,25,2016,5.66692,209,10,"Variable Player Powers",379,"Bluffing"," Deduction"," Mafia"," Negotiation",NA,NA,NA,NA,NA,NA,NA,NA,"Jeremie Kletzkine"
"826",193213,"Millions of Dollars",3,8,25,25,25,2016,5.66692,209,10,"Voting",379,"Bluffing"," Deduction"," Mafia"," Negotiation",NA,NA,NA,NA,NA,NA,NA,NA,"Jeremie Kletzkine"
"827",191925,"Bandido",1,4,15,10,15,2016,5.66682,255,6,"Co-operative Play",517,"Card Game",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Martin Nedergaard Andersen"
"828",191925,"Bandido",1,4,15,10,15,2016,5.66682,255,6,"Route/Network Building",517,"Card Game",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Martin Nedergaard Andersen"
"829",175095,"Dawn of the Zeds (Third edition)",1,4,180,60,180,2016,6.33036,526,13,"Action Point Allowance System",1360,"Horror"," Zombies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hermann Luttmann"
"830",175095,"Dawn of the Zeds (Third edition)",1,4,180,60,180,2016,6.33036,526,13,"Campaign / Battle Card Driven",1360,"Horror"," Zombies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hermann Luttmann"
"831",175095,"Dawn of the Zeds (Third edition)",1,4,180,60,180,2016,6.33036,526,13,"Chit-Pull System",1360,"Horror"," Zombies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hermann Luttmann"
"832",175095,"Dawn of the Zeds (Third edition)",1,4,180,60,180,2016,6.33036,526,13,"Co-operative Play",1360,"Horror"," Zombies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hermann Luttmann"
"833",175095,"Dawn of the Zeds (Third edition)",1,4,180,60,180,2016,6.33036,526,13,"Dice Rolling",1360,"Horror"," Zombies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hermann Luttmann"
"834",9441,"Ribbit",2,5,20,20,20,2004,6.25015,1798,5,"Hand Management",2047,"Animals"," Bluffing"," Card Game"," Children's Game"," Racing",NA,NA,NA,NA,NA,NA,NA,"Reiner Knizia"
"835",206084,"Nautilion",1,2,30,15,30,2016,6.16046,595,10,"Co-operative Play",1658,"Dice"," Fantasy"," Nautical",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shadi Torbey"
"836",206084,"Nautilion",1,2,30,15,30,2016,6.16046,595,10,"Modular Board",1658,"Dice"," Fantasy"," Nautical",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shadi Torbey"
"837",206084,"Nautilion",1,2,30,15,30,2016,6.16046,595,10,"Roll / Spin and Move",1658,"Dice"," Fantasy"," Nautical",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shadi Torbey"
"838",206084,"Nautilion",1,2,30,15,30,2016,6.16046,595,10,"Set Collection",1658,"Dice"," Fantasy"," Nautical",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shadi Torbey"
"839",36648,"Pyramid of Pengqueen",2,5,45,30,45,2008,6.24885,1219,8,"Memory",1453,"Deduction"," Maze"," Memory",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marcel-André Casasola Merkle"
"840",36648,"Pyramid of Pengqueen",2,5,45,30,45,2008,6.24885,1219,8,"Player Elimination",1453,"Deduction"," Maze"," Memory",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marcel-André Casasola Merkle"
"841",36648,"Pyramid of Pengqueen",2,5,45,30,45,2008,6.24885,1219,8,"Roll / Spin and Move",1453,"Deduction"," Maze"," Memory",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marcel-André Casasola Merkle"
"842",173115,"Monarch",2,4,50,30,50,2015,5.80489,374,12,"Card Drafting",940,"Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mary Flanagan, Zara Downs, Max Seidman"
"843",173115,"Monarch",2,4,50,30,50,2015,5.80489,374,12,"Modular Board",940,"Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mary Flanagan, Zara Downs, Max Seidman"
"844",173115,"Monarch",2,4,50,30,50,2015,5.80489,374,12,"Set Collection",940,"Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mary Flanagan, Zara Downs, Max Seidman"
"845",173115,"Monarch",2,4,50,30,50,2015,5.80489,374,12,"Variable Player Powers",940,"Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mary Flanagan, Zara Downs, Max Seidman"
"846",27298,"Owner's Choice",2,5,45,45,45,2006,5.72629,582,10,"Dice Rolling",689,"Economic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yasutaka Ikeda"
"847",27298,"Owner's Choice",2,5,45,45,45,2006,5.72629,582,10,"Stock Holding",689,"Economic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yasutaka Ikeda"
"848",19301,"Mesopotamia",2,4,45,45,45,2005,6.09299,1501,10,"Action Point Allowance System",2092,"Ancient"," Civilization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Klaus-Jürgen Wrede"
"849",19301,"Mesopotamia",2,4,45,45,45,2005,6.09299,1501,10,"Modular Board",2092,"Ancient"," Civilization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Klaus-Jürgen Wrede"
"850",19301,"Mesopotamia",2,4,45,45,45,2005,6.09299,1501,10,"Pick-up and Deliver",2092,"Ancient"," Civilization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Klaus-Jürgen Wrede"
"851",19301,"Mesopotamia",2,4,45,45,45,2005,6.09299,1501,10,"Point to Point Movement",2092,"Ancient"," Civilization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Klaus-Jürgen Wrede"
"852",160436,"Lost Legacy: Binbo Tantei to Inbo no Shiro",2,8,10,10,10,2014,5.64419,101,10,"Hand Management",306,"Bluffing"," Card Game"," Deduction",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hisashi Hayashi, Seiji Kanai, Hayato Kisaragi"
"853",160436,"Lost Legacy: Binbo Tantei to Inbo no Shiro",2,8,10,10,10,2014,5.64419,101,10,"Memory",306,"Bluffing"," Card Game"," Deduction",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hisashi Hayashi, Seiji Kanai, Hayato Kisaragi"
"854",160436,"Lost Legacy: Binbo Tantei to Inbo no Shiro",2,8,10,10,10,2014,5.64419,101,10,"Player Elimination",306,"Bluffing"," Card Game"," Deduction",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hisashi Hayashi, Seiji Kanai, Hayato Kisaragi"
"855",101013,"Ninja: Legend of the Scorpion Clan",2,4,45,45,45,2011,5.83552,563,12,"Area Movement",1113,"Deduction"," Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fréderic Moyersoen"
"856",101013,"Ninja: Legend of the Scorpion Clan",2,4,45,45,45,2011,5.83552,563,12,"Secret Unit Deployment",1113,"Deduction"," Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fréderic Moyersoen"
"857",175324,"Fog of Love",2,2,120,60,120,2017,6.53024,1222,17,"Co-operative Play",3347,"Bluffing"," Card Game"," Deduction",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jacob Jaskov"
"858",175324,"Fog of Love",2,2,120,60,120,2017,6.53024,1222,17,"Hand Management",3347,"Bluffing"," Card Game"," Deduction",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jacob Jaskov"
"859",175324,"Fog of Love",2,2,120,60,120,2017,6.53024,1222,17,"Role Playing",3347,"Bluffing"," Card Game"," Deduction",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jacob Jaskov"
"860",175324,"Fog of Love",2,2,120,60,120,2017,6.53024,1222,17,"Secret Unit Deployment",3347,"Bluffing"," Card Game"," Deduction",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jacob Jaskov"
"861",175324,"Fog of Love",2,2,120,60,120,2017,6.53024,1222,17,"Simultaneous Action Selection",3347,"Bluffing"," Card Game"," Deduction",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jacob Jaskov"
"862",175324,"Fog of Love",2,2,120,60,120,2017,6.53024,1222,17,"Storytelling",3347,"Bluffing"," Card Game"," Deduction",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jacob Jaskov"
"863",28739,"Garibaldi: The Escape",2,6,60,60,60,2007,5.77663,385,10,"Hand Management",535,"Bluffing"," Deduction"," Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gabriele Mari"
"864",28739,"Garibaldi: The Escape",2,6,60,60,60,2007,5.77663,385,10,"Partnerships",535,"Bluffing"," Deduction"," Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gabriele Mari"
"865",227273,"Cosmogenesis",2,4,60,60,60,2017,5.85677,230,12,"Simulation",310,"Space Exploration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yves Tourigny"
"866",29581,"Tomb",1,6,90,90,90,2008,5.93525,1319,12,"Dice Rolling",1619,"Adventure"," Exploration"," Fantasy"," Fighting"," Medieval",NA,NA,NA,NA,NA,NA,NA,"John Zinser"
"867",29581,"Tomb",1,6,90,90,90,2008,5.93525,1319,12,"Modular Board",1619,"Adventure"," Exploration"," Fantasy"," Fighting"," Medieval",NA,NA,NA,NA,NA,NA,NA,"John Zinser"
"868",29581,"Tomb",1,6,90,90,90,2008,5.93525,1319,12,"Secret Unit Deployment",1619,"Adventure"," Exploration"," Fantasy"," Fighting"," Medieval",NA,NA,NA,NA,NA,NA,NA,"John Zinser"
"869",98527,"Gloom of Kilforth: A Fantasy Quest Game",1,4,180,60,180,2017,6.12316,546,13,"Co-operative Play",1236,"Card Game"," Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tristan Hall"
"870",98527,"Gloom of Kilforth: A Fantasy Quest Game",1,4,180,60,180,2017,6.12316,546,13,"Dice Rolling",1236,"Card Game"," Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tristan Hall"
"871",98527,"Gloom of Kilforth: A Fantasy Quest Game",1,4,180,60,180,2017,6.12316,546,13,"Modular Board",1236,"Card Game"," Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tristan Hall"
"872",98527,"Gloom of Kilforth: A Fantasy Quest Game",1,4,180,60,180,2017,6.12316,546,13,"Role Playing",1236,"Card Game"," Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tristan Hall"
"873",98527,"Gloom of Kilforth: A Fantasy Quest Game",1,4,180,60,180,2017,6.12316,546,13,"Variable Player Powers",1236,"Card Game"," Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tristan Hall"
"874",19348,"Byzantium",2,4,180,120,180,2005,6.17744,1149,13,"Area Control / Area Influence",1893,"Medieval"," Political"," Wargame",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Martin Wallace"
"875",19348,"Byzantium",2,4,180,120,180,2005,6.17744,1149,13,"Dice Rolling",1893,"Medieval"," Political"," Wargame",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Martin Wallace"
"876",19348,"Byzantium",2,4,180,120,180,2005,6.17744,1149,13,"Point to Point Movement",1893,"Medieval"," Political"," Wargame",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Martin Wallace"
"877",19348,"Byzantium",2,4,180,120,180,2005,6.17744,1149,13,"Worker Placement",1893,"Medieval"," Political"," Wargame",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Martin Wallace"
"878",67309,"Hey Waiter!",2,4,30,30,30,2010,5.65092,272,13,"Hand Management",387,"Card Game",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Rubbo"
"879",67309,"Hey Waiter!",2,4,30,30,30,2010,5.65092,272,13,"Partnerships",387,"Card Game",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Rubbo"
"880",105187,"MIL (1049)",2,5,120,60,120,2011,5.92065,632,12,"Area Control / Area Influence",1050,"Medieval",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Firmino Martínez"
"881",105187,"MIL (1049)",2,5,120,60,120,2011,5.92065,632,12,"Auction/Bidding",1050,"Medieval",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Firmino Martínez"
"882",105187,"MIL (1049)",2,5,120,60,120,2011,5.92065,632,12,"Worker Placement",1050,"Medieval",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Firmino Martínez"
"883",182351,"Thief's Market",3,5,50,30,50,2016,6.05427,1122,10,"Dice Rolling",3179,"Dice"," Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dave Chalker"
"884",188164,"B-17 Flying Fortress Leader",1,1,120,30,120,2017,5.78051,165,12,"Card Drafting",635,"Aviation / Flight"," Wargame"," World War II",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dean Brown"
"885",188164,"B-17 Flying Fortress Leader",1,1,120,30,120,2017,5.78051,165,12,"Chit-Pull System",635,"Aviation / Flight"," Wargame"," World War II",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dean Brown"
"886",188164,"B-17 Flying Fortress Leader",1,1,120,30,120,2017,5.78051,165,12,"Simulation",635,"Aviation / Flight"," Wargame"," World War II",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dean Brown"
"887",203828,"13 Minutes: The Cuban Missile Crisis",2,2,13,13,13,2017,5.87723,505,10,"Area Control / Area Influence",1387,"Card Game"," Political",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asger Harding Granerud, Daniel Skjold Pedersen"
"888",203828,"13 Minutes: The Cuban Missile Crisis",2,2,13,13,13,2017,5.87723,505,10,"Campaign / Battle Card Driven",1387,"Card Game"," Political",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asger Harding Granerud, Daniel Skjold Pedersen"
"889",203828,"13 Minutes: The Cuban Missile Crisis",2,2,13,13,13,2017,5.87723,505,10,"Hand Management",1387,"Card Game"," Political",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asger Harding Granerud, Daniel Skjold Pedersen"
"890",160409,"Too Many Cinderellas",2,4,10,10,10,2014,5.77207,463,10,"Voting",713,"Card Game"," Deduction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nobutake Dogen, Nao Shimamura"
"891",18289,"Key Largo",3,5,45,45,45,2005,5.95213,777,10,"Action / Movement Programming",1239,"Nautical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bruno Faidutti, Paul Randles, Mike Selinker"
"892",18289,"Key Largo",3,5,45,45,45,2005,5.95213,777,10,"Commodity Speculation",1239,"Nautical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bruno Faidutti, Paul Randles, Mike Selinker"
"893",18289,"Key Largo",3,5,45,45,45,2005,5.95213,777,10,"Set Collection",1239,"Nautical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bruno Faidutti, Paul Randles, Mike Selinker"
"894",18289,"Key Largo",3,5,45,45,45,2005,5.95213,777,10,"Simultaneous Action Selection",1239,"Nautical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bruno Faidutti, Paul Randles, Mike Selinker"
"895",142401,"Dwarven Miner",2,4,30,30,30,2013,5.64709,207,12,"Dice Rolling",405,"Fantasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mike Richie"
